VIN,County,City,State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJSA1H27E,King,Yakima,,2013,Suzuki,SJ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,157.6,60358.17,32,156264231,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53016180274.3
5YJSA1DP4D,Snohomish,Port Orchard,,2013,Toyota,Avalon,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,251.2,61338.48,10,177712929,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53045077158.8
5YJSA1H27E,King,Port Orchard,,2014,Lincoln,Continental Mark VII,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,144.0,67113.7,48,154235777,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53023112820.5
5YJSA1H10E,Kitsap,Auburn,,2013,Acura,Legend,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.1,89487.37,11,160623571,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53072256717.6
5YJSA1H10E,Yakima,Port Orchard,,2013,Mitsubishi,Truck,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125.1,58033.59,34,158910952,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53017973407.8
5YJSA1H27E,Snohomish,Port Orchard,,2015,Ford,Econoline E150,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222.4,65061.86,27,161468366,POINT (-122.206146 47.839957),PACIFICORP,53071417031.1
5YJSA1H10E,Yakima,Zillah,,2015,Ford,Mustang,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,165.5,64046.59,30,138791458,POINT (-120.6860209 47.7095564),PACIFICORP,53027024771.8
KNDJX3AE8G,King,Leavenworth,,2016,Dodge,Ram 2500 Club,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,169.5,100213.81,1,166605222,POINT (-120.2658133 46.4063477),PACIFICORP,53023581700.3
5YJSA1DP4D,Chelan,Zillah,ON,2015,Mazda,MPV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,232.9,68604.7,5,161541851,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53036041267.9
5YJSA1H10E,Chelan,Zillah,,2015,Mazda,Mazda5,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,132.8,67943.52,38,189781701,POINT (-120.2658133 46.4063477),PACIFICORP,53009079489.5
5YJSA1H10E,King,Port Orchard,,2013,Bentley,Azure,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,189.3,77439.43,25,160376713,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53041686232.7
5YJSA1H10E,Kitsap,Zillah,,2013,Mercury,Capri,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,132.2,105861.85,11,133589414,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53045032149.4
5YJSA1DP4D,King,Bothell,,2016,Pontiac,GTO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103.5,49921.48,2,161382958,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53015127009.9
5YJSA1H27E,Yakima,Bothell,A8,2016,Audi,TT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,169.1,33117.03,42,128878875,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53013647842.4
KNDJX3AE8G,King,Yakima,,2014,Cadillac,Escalade ESV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,130.4,100133.69,16,176313133,POINT (-120.2658133 46.4063477),PACIFICORP,53068444911.3
5YJSA1DP4D,King,Auburn,,2013,Chevrolet,Tahoe,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203.5,64135.04,49,177060327,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53014714217.3
5YJSA1H11E,Chelan,Yakima,12,2013,Audi,Quattro,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,212.4,38200.87,25,186780602,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53048661558.9
KNDJX3AE8G,Yakima,Yakima,,2016,Oldsmobile,Achieva,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,152.7,74848.36,35,142824055,POINT (-122.206146 47.839957),PACIFICORP,53011292051.7
5YJSA1DP4D,King,Port Orchard,,2013,Chevrolet,Venture,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,206.9,79860.54,40,174547267,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53054823713.6
KNDJX3AE8G,Kitsap,Zillah,,2013,Lexus,LX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,139.6,57456.65,44,131457001,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53051346658.6
5YJSA1H27E,Snohomish,Port Orchard,,2014,Volkswagen,GTI,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.1,93697.72,38,127792238,POINT (-122.6064912 47.5236145),PACIFICORP,53054991169.7
5YJSA1H27E,King,Yakima,,2016,Chevrolet,Silverado,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,164.1,100587.9,37,172332220,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53009473298.0
5YJSA1H27E,Chelan,Port Orchard,A1,2014,Lincoln,Continental,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,216.4,35804.92,23,167384517,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53048473554.1
5YJSA1DP4D,King,Bothell,,2016,Mitsubishi,Expo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,199.1,55555.9,14,129040020,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53060692607.3
5YJSA1DP4D,Yakima,Leavenworth,,2013,Porsche,Boxster,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93.7,88599.8,32,160221150,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53038230433.9
5YJSA1H10E,Snohomish,Leavenworth,A3,2016,Mercedes-Benz,CLK-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,183.4,86963.65,41,184071811,POINT (-122.206146 47.839957),PACIFICORP,53027295831.2
5YJSA1H10E,Chelan,Auburn,B2,2014,Subaru,Baja,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.4,39215.16,8,167271541,POINT (-120.6860209 47.7095564),PACIFICORP,53040004667.5
KNDJX3AE8G,Kitsap,Yakima,S,2013,Chevrolet,Corvette,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,167.6,55610.08,37,175543449,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53058138956.1
KNDJX3AE8G,Chelan,Port Orchard,,2013,Isuzu,Rodeo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,176.2,59250.23,28,167074641,POINT (-120.611068 46.596645),PACIFICORP,53010957834.5
5YJSA1H10E,Snohomish,Auburn,,2015,Audi,Coupe GT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.2,68668.12,6,174980690,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53052410906.6
5YJSA1DP4D,Snohomish,Port Orchard,,2014,Saturn,VUE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,197.5,101156.82,9,170539622,POINT (-122.6064912 47.5236145),PACIFICORP,53020791327.3
5YJSA1H11E,Snohomish,Auburn,,2015,Honda,Pilot,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,194.1,110069.78,20,133522301,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53017689764.2
5YJSA1H11E,Yakima,Port Orchard,A8,2013,GMC,Sierra 3500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,168.7,59032.36,6,181803784,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53008696385.7
5YJSA1H10E,Snohomish,Yakima,,2016,Chevrolet,Astro,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,132.7,63727.77,4,176328756,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53028891943.8
5YJSA1DP4D,Yakima,Leavenworth,,2013,Plymouth,Neon,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,117.0,96400.68,48,168675782,POINT (-120.6860209 47.7095564),PACIFICORP,53021731490.7
5YJSA1H27E,Yakima,Auburn,,2014,Dodge,Ram 3500 Club,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,256.8,101984.6,41,163175490,POINT (-120.611068 46.596645),PACIFICORP,53014133826.0
5YJSA1DP4D,Yakima,Port Orchard,,2014,Lexus,ES,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,156.2,82572.85,11,150025226,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53029763802.8
5YJSA1H10E,Chelan,Auburn,,2016,Toyota,Echo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,132.9,36313.32,37,189367442,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53029039564.8
5YJSA1H27E,Chelan,Leavenworth,,2014,Mitsubishi,Montero,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,104.8,85016.28,28,190989895,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53046189110.0
5YJSA1H11E,Snohomish,Leavenworth,,2013,Lexus,ES,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,196.4,36812.79,22,158895406,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53020964327.9
5YJSA1H10E,King,Zillah,,2016,Mazda,B-Series,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234.0,104053.48,16,131890413,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53023495734.3
5YJSA1H10E,Snohomish,Auburn,,2013,Mercedes-Benz,E-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,264.6,98790.12,26,163468343,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53068769621.3
KNDJX3AE8G,Yakima,Leavenworth,,2013,Land Rover,Range Rover Evoque,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,123.2,63089.73,46,155213993,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53046399593.6
5YJSA1H10E,King,Zillah,,2016,Cadillac,Escalade EXT,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.3,110635.96,22,151886484,POINT (-122.6064912 47.5236145),PACIFICORP,53058423257.3
KNDJX3AE8G,Yakima,Leavenworth,03,2013,Suzuki,Swift,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,121.7,42600.67,46,168953491,POINT (-122.206146 47.839957),PACIFICORP,53018527775.4
5YJSA1H27E,King,Port Orchard,,2014,Eagle,Vision,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,127.1,51724.99,36,139309621,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53025469177.0
5YJSA1H27E,Snohomish,Bothell,,2013,Ford,E-Series,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,138.8,52247.95,7,168044538,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53055654713.7
5YJSA1H27E,Snohomish,Yakima,07,2015,Buick,Skylark,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153.8,72452.27,34,148790208,POINT (-120.6860209 47.7095564),PACIFICORP,53020969659.0
5YJSA1H11E,Yakima,Auburn,,2016,Infiniti,G,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,124.5,78002.1,26,143255334,POINT (-120.611068 46.596645),PACIFICORP,53040923470.3
5YJSA1H27E,Chelan,Port Orchard,16,2013,Ford,Tempo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,148.8,108268.05,12,172979499,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53030811797.5
5YJSA1H11E,King,Port Orchard,,2016,Pontiac,Grand Am,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,116.2,62699.3,39,177351956,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53048017275.4
KNDJX3AE8G,Yakima,Leavenworth,,2013,Oldsmobile,Alero,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,246.0,79643.55,41,143702371,POINT (-120.2658133 46.4063477),PACIFICORP,53068196597.1
5YJSA1H10E,Kitsap,Zillah,,2016,Mercedes-Benz,S-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,224.6,63711.61,23,144854326,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53046222606.8
5YJSA1H10E,Yakima,Auburn,,2015,Acura,NSX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,117.4,99700.15,9,190036996,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53022872701.7
KNDJX3AE8G,Yakima,Auburn,A6,2016,Kia,Sedona,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,173.5,39537.89,16,128087480,POINT (-120.611068 46.596645),PACIFICORP,53065222558.5
5YJSA1DP4D,Kitsap,Leavenworth,,2013,Chevrolet,Corvette,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,135.9,105462.36,35,154386015,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53010983936.8
KNDJX3AE8G,King,Zillah,,2014,Jeep,Compass,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,206.0,52653.5,14,189498634,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53041503308.9
5YJSA1H10E,Chelan,Yakima,A3,2015,GMC,Sonoma,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,263.4,66900.74,5,190007313,POINT (-120.6860209 47.7095564),PACIFICORP,53032393093.4
5YJSA1DP4D,Chelan,Bothell,,2013,BMW,Z8,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,140.4,110240.36,40,137911503,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53024622291.8
5YJSA1H27E,Snohomish,Yakima,,2014,Mercedes-Benz,E-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,251.6,55600.3,27,183849184,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53016949574.4
5YJSA1H11E,Kitsap,Zillah,,2014,Mercedes-Benz,SLK55 AMG,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203.4,89341.69,47,130940831,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53043641149.1
5YJSA1H27E,Yakima,Zillah,,2016,Ford,E-Series,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,219.3,89600.58,19,172186461,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53065138763.4
5YJSA1H27E,Yakima,Leavenworth,,2014,Infiniti,Q,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,131.7,67457.84,7,135041840,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53064581290.4
5YJSA1H11E,Kitsap,Port Orchard,,2016,Mercury,Topaz,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,101.8,40830.5,3,186434582,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53026973811.2
5YJSA1H11E,King,Port Orchard,,2013,Dodge,Avenger,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,145.9,48955.31,32,151068980,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53037951804.9
5YJSA1H11E,Kitsap,Auburn,,2016,Chevrolet,Suburban 2500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,186.6,74784.16,36,144776169,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53051147713.3
5YJSA1DP4D,King,Bothell,,2016,Buick,Regal,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,190.0,60388.46,10,175679845,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53060994906.8
5YJSA1H10E,Snohomish,Auburn,,2014,Panoz,Esperante,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,262.9,87240.72,41,158035341,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53008812807.8
5YJSA1H10E,Yakima,Yakima,,2013,Acura,MDX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,169.9,66496.83,19,127736348,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53014066215.2
5YJSA1H10E,Snohomish,Zillah,,2015,Buick,LeSabre,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,250.6,87259.02,35,166655070,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53039072070.3
5YJSA1H11E,Chelan,Zillah,,2013,Audi,90,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210.6,94607.63,47,148076874,POINT (-122.206146 47.839957),PACIFICORP,53014534732.4
5YJSA1H27E,Kitsap,Auburn,,2015,Pontiac,Trans Sport,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,186.0,63696.34,23,137737201,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53060771542.0
5YJSA1H10E,Chelan,Zillah,13,2015,Toyota,TundraMax,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,181.4,108956.82,46,132110191,POINT (-120.2658133 46.4063477),PUGET SOUND ENERGY INC,53041034365.7
5YJSA1H27E,Chelan,Bothell,,2015,Lincoln,Continental,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,144.0,96756.22,47,149572498,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53009569858.1
5YJSA1DP4D,Yakima,Port Orchard,,2013,Chevrolet,2500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,116.8,102720.49,16,148785746,POINT (-120.611068 46.596645),PACIFICORP,53065828849.2
5YJSA1DP4D,King,Port Orchard,16,2013,Toyota,Celica,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,176.8,84566.94,35,180568514,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53072763942.9
5YJSA1H27E,Yakima,Yakima,,2015,Chevrolet,Express 1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,134.8,92362.58,47,128543773,POINT (-122.206146 47.839957),PUD NO 1 OF CHELAN COUNTY,53058395621.3
5YJSA1H11E,King,Yakima,,2013,Mercedes-Benz,S-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.8,102212.1,43,136267418,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53059322063.4
5YJSA1H27E,Kitsap,Leavenworth,,2014,Toyota,Corolla,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,252.1,43331.37,30,128061081,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53067497150.4
KNDJX3AE8G,Snohomish,Port Orchard,,2016,Isuzu,Rodeo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,152.5,95138.56,40,173272217,POINT (-120.611068 46.596645),PACIFICORP,53012940719.1
5YJSA1H11E,King,Leavenworth,,2013,Acura,Vigor,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,124.3,80417.31,21,128109480,POINT (-120.611068 46.596645),PACIFICORP,53053622135.9
5YJSA1H10E,Snohomish,Zillah,,2014,BMW,8 Series,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,226.5,63719.76,37,167822067,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53070082544.8
5YJSA1H27E,Yakima,Port Orchard,,2014,Jaguar,XF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,209.9,67536.9,40,149515272,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53072578138.9
5YJSA1DP4D,Snohomish,Auburn,,2016,Saturn,VUE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93.9,95775.22,45,182160559,POINT (-122.206146 47.839957),PACIFICORP,53030356757.2
5YJSA1H11E,King,Yakima,,2014,Mitsubishi,Chariot,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,155.3,103356.74,24,182733571,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53074968359.8
KNDJX3AE8G,Snohomish,Port Orchard,,2014,Acura,TL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.2,53003.07,15,188834102,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53037967959.1
5YJSA1H10E,Snohomish,Zillah,,2015,Chevrolet,Suburban 1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153.0,35426.41,2,166648957,POINT (-122.6064912 47.5236145),PACIFICORP,53045404090.0
KNDJX3AE8G,Chelan,Bothell,,2016,BMW,X6 M,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,116.0,67372.65,33,132069628,POINT (-122.206146 47.839957),PACIFICORP,53033167910.4
KNDJX3AE8G,Kitsap,Bothell,,2013,GMC,Vandura 3500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,147.9,55696.57,8,187463473,POINT (-120.2658133 46.4063477),PUD NO 1 OF CHELAN COUNTY,53062896918.1
KNDJX3AE8G,Yakima,Zillah,15,2013,Mercedes-Benz,G-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,235.1,34034.2,37,138575344,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53050359887.6
5YJSA1H11E,Kitsap,Leavenworth,13,2015,Mercedes-Benz,M-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,109.4,46519.12,40,142232350,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53041716846.3
5YJSA1H11E,Chelan,Auburn,,2015,Pontiac,Safari,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,105.0,103988.26,25,168761063,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53036557659.6
KNDJX3AE8G,Yakima,Zillah,,2015,Chevrolet,Monte Carlo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,94.8,61542.76,13,184057629,POINT (-120.6860209 47.7095564),PACIFICORP,53069052936.8
5YJSA1H27E,Yakima,Bothell,,2014,Mercedes-Benz,S-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,255.5,63669.77,31,133107597,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53050615603.3
5YJSA1DP4D,Yakima,Yakima,,2016,Hyundai,Sonata,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,140.0,96944.96,25,170337410,POINT (-120.6860209 47.7095564),PACIFICORP,53027318522.2
KNDJX3AE8G,Kitsap,Leavenworth,,2013,Acura,RSX,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,197.6,86834.0,46,156559449,POINT (-122.6064912 47.5236145),PACIFICORP,53065741839.1
5YJSA1H11E,Kitsap,Zillah,,2013,Dodge,Magnum,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110.5,84204.0,46,157529368,POINT (-120.611068 46.596645),PACIFICORP,53035185880.0
KNDJX3AE8G,Snohomish,Port Orchard,TX,2015,Acura,RL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,195.9,88982.5,40,127958010,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53011967701.9
KNDJX3AE8G,Chelan,Bothell,,2016,GMC,1500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,202.3,52886.18,39,176081328,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53042842802.9
5YJSA1H27E,Yakima,Port Orchard,,2013,Hummer,H3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,260.4,70008.86,21,140294514,POINT (-120.2658133 46.4063477),PACIFICORP,53017586520.2
5YJSA1H11E,Kitsap,Leavenworth,,2015,Mitsubishi,Eclipse,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,148.3,95929.56,47,135030168,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53066642646.2
5YJSA1H27E,Yakima,Port Orchard,,2016,GMC,Sierra 3500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,196.1,61772.33,34,139633413,POINT (-120.611068 46.596645),PUGET SOUND ENERGY INC,53012744548.3
5YJSA1H11E,Yakima,Auburn,,2015,Mercedes-Benz,SL-Class,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203.3,48136.82,22,146972806,POINT (-122.6064912 47.5236145),PACIFICORP,53062906255.8
KNDJX3AE8G,Chelan,Zillah,,2016,Isuzu,Amigo,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,253.6,37133.78,40,130646490,POINT (-120.611068 46.596645),PUD NO 1 OF CHELAN COUNTY,53069625963.6
KNDJX3AE8G,Snohomish,Auburn,,2016,Porsche,911,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,164.8,55232.89,3,173968158,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53053944736.2
5YJSA1H11E,Kitsap,Yakima,,2013,Lexus,LS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,186.0,69038.92,33,182305929,POINT (-120.6860209 47.7095564),PACIFICORP,53039547303.6
5YJSA1H27E,Snohomish,Leavenworth,,2015,Chevrolet,Express 3500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,129.5,39323.38,46,190574242,POINT (-122.206146 47.839957),PACIFICORP,53036994118.9
5YJSA1H11E,Yakima,Bothell,NU,2013,Subaru,Outback,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,243.7,38301.36,3,128235472,POINT (-120.6860209 47.7095564),PUGET SOUND ENERGY INC,53014002941.3
5YJSA1H27E,Yakima,Port Orchard,,2013,Ford,E150,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.5,47644.87,17,168801478,POINT (-122.6064912 47.5236145),PUD NO 1 OF CHELAN COUNTY,53009769137.0
