Seat Comfort,Cabin Staff Service,Ground Service,Food & Beverages,Inflight Entertainment,Value For Money,Review Sentiment,Seat_Types_Business Class,Seat_Types_Economy Class,Seat_Types_First Class,Seat_Types_Premium Economy,Type_of_Travellers_Business,Type_of_Travellers_Couple Leisure,Type_of_Travellers_Family Leisure,Type_of_Travellers_Solo Leisure,index,Recommended
3.0,5.0,4.0,4.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,886,yes
4.0,5.0,4.0,2.0,3.0,4,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,887,yes
2.0,2.0,2.0,1.0,1.0,2,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,888,no
3.0,5.0,5.0,3.0,4.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,889,yes
2.0,1.0,3.0,3.0,3.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,890,no
4.0,5.0,4.0,5.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,893,yes
2.0,5.0,1.0,5.0,5.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,894,no
2.0,2.0,1.0,2.0,2.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,898,no
2.0,1.0,3.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,900,no
4.0,5.0,5.0,3.0,4.0,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,901,yes
1.0,2.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,903,no
1.0,3.0,2.0,2.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,904,no
4.0,5.0,5.0,5.0,3.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,905,yes
1.0,4.0,4.0,1.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,906,no
1.0,2.0,1.0,1.0,4.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,907,no
1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,908,no
1.0,2.0,1.0,1.0,1.0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,909,no
2.0,1.0,4.0,1.0,3.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,912,no
3.0,3.0,3.0,3.0,2.0,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,913,yes
5.0,5.0,5.0,5.0,5.0,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,914,yes
5.0,4.0,2.0,3.0,3.0,4,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,915,yes
4.0,5.0,5.0,4.0,5.0,4,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,916,yes
4.0,4.0,3.0,4.0,4.0,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,918,yes
5.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,919,yes
4.0,4.0,1.0,4.0,5.0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,920,no
1.0,1.0,2.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,921,no
2.0,4.0,3.0,3.0,3.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,922,no
3.0,5.0,1.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,923,no
5.0,4.0,4.0,5.0,5.0,5,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,925,yes
4.0,3.0,5.0,5.0,5.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,926,yes
5.0,5.0,5.0,5.0,5.0,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,927,yes
3.0,3.0,1.0,3.0,1.0,2,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,929,no
2.0,3.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,931,no
3.0,4.0,4.0,4.0,2.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,932,yes
3.0,3.0,3.0,3.0,4.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,933,yes
3.0,1.0,1.0,3.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,934,no
3.0,3.0,4.0,2.0,3.0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,935,yes
3.0,4.0,3.0,3.0,2.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,936,yes
2.0,1.0,4.0,4.0,3.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,938,no
4.0,3.0,3.0,3.0,3.0,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,939,yes
3.0,4.0,3.0,4.0,3.0,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,940,yes
4.0,5.0,4.0,4.0,5.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,941,yes
1.0,1.0,3.0,1.0,1.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,943,no
3.0,4.0,3.0,1.0,3.0,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,946,no
1.0,2.0,4.0,2.0,3.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,948,no
1.0,5.0,5.0,2.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,949,no
1.0,2.0,3.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,950,no
3.0,3.0,4.0,3.0,4.0,2,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,951,yes
3.0,4.0,3.0,3.0,3.0,2,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,952,no
2.0,2.0,2.0,2.0,1.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,953,no
2.0,2.0,1.0,1.0,2.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,954,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,958,no
4.0,4.0,4.0,3.0,2.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,959,no
1.0,4.0,5.0,1.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,960,no
1.0,5.0,4.0,4.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,962,yes
2.0,3.0,4.0,5.0,5.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,963,yes
5.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,965,yes
4.0,4.0,4.0,4.0,4.0,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,966,yes
5.0,5.0,5.0,5.0,3.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,968,yes
2.0,4.0,2.0,3.0,2.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,969,no
1.0,3.0,2.0,2.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,970,no
1.0,1.0,2.0,1.0,3.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,974,no
1.0,4.0,5.0,3.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,975,no
2.0,2.0,1.0,1.0,4.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,976,no
2.0,5.0,3.0,2.0,2.0,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,978,no
5.0,5.0,5.0,5.0,5.0,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,979,yes
3.0,2.0,3.0,3.0,2.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,980,no
4.0,5.0,4.0,5.0,5.0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,982,yes
1.0,1.0,2.0,1.0,1.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,983,no
4.0,3.0,3.0,3.0,2.0,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,984,no
2.0,2.0,1.0,2.0,1.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,986,no
2.0,1.0,3.0,1.0,3.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,987,no
4.0,5.0,5.0,4.0,4.0,5,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,989,yes
1.0,1.0,3.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,990,no
5.0,5.0,5.0,5.0,3.0,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,991,yes
3.0,4.0,4.0,4.0,1.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,994,yes
2.0,3.0,3.0,1.0,1.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,995,no
5.0,5.0,5.0,5.0,3.0,5,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,996,yes
2.0,4.0,2.0,4.0,4.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,998,no
5.0,5.0,4.0,5.0,4.0,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1000,yes
4.0,5.0,4.0,4.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1001,no
5.0,5.0,5.0,4.0,2.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1002,yes
2.0,3.0,5.0,2.0,3.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1004,no
3.0,5.0,4.0,4.0,4.0,5,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1006,yes
1.0,2.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1009,no
1.0,2.0,3.0,2.0,3.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1010,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1012,no
4.0,3.0,3.0,2.0,2.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1014,yes
3.0,3.0,3.0,2.0,1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1015,no
2.0,1.0,3.0,1.0,1.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1016,no
1.0,2.0,2.0,3.0,1.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1017,no
4.0,4.0,4.0,4.0,3.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1018,yes
1.0,1.0,2.0,2.0,3.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1020,no
5.0,5.0,5.0,4.0,4.0,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1025,yes
3.0,2.0,1.0,2.0,3.0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1026,no
1.0,3.0,2.0,3.0,2.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1027,no
2.0,2.0,4.0,1.0,1.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1029,no
4.0,5.0,3.0,3.0,2.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1030,yes
1.0,1.0,3.0,1.0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1031,no
1.0,5.0,1.0,3.0,2.0,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1032,no
1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1033,no
1.0,3.0,4.0,2.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1035,no
5.0,5.0,4.0,5.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1036,yes
5.0,5.0,4.0,5.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1037,yes
3.0,4.0,5.0,3.0,3.0,4,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1041,yes
4.0,4.0,1.0,4.0,3.0,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1042,no
1.0,1.0,3.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1044,no
5.0,5.0,3.0,5.0,4.0,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1046,yes
4.0,4.0,4.0,3.0,3.0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1047,yes
3.0,4.0,1.0,2.0,3.0,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1048,no
4.0,5.0,4.0,5.0,3.0,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1049,yes
3.0,5.0,4.0,5.0,2.0,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1055,yes
4.0,5.0,5.0,5.0,4.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1058,yes
1.0,1.0,2.0,3.0,3.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1060,no
3.0,3.0,4.0,2.0,1.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1061,no
5.0,5.0,4.0,3.0,5.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1063,yes
1.0,3.0,2.0,2.0,1.0,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1065,no
5.0,5.0,5.0,5.0,4.0,5,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1066,yes
3.0,1.0,4.0,1.0,3.0,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1067,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1068,no
4.0,3.0,1.0,3.0,3.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1070,no
3.0,5.0,4.0,2.0,2.0,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1071,yes
4.0,5.0,4.0,4.0,1.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1072,no
2.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1077,no
2.0,5.0,2.0,2.0,2.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1080,no
4.0,5.0,4.0,4.0,4.0,5,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1083,yes
4.0,4.0,4.0,4.0,2.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1084,no
3.0,1.0,1.0,1.0,4.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1088,no
3.0,5.0,1.0,5.0,3.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1089,no
4.0,5.0,5.0,4.0,5.0,4,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1093,yes
4.0,5.0,1.0,4.0,5.0,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1096,no
4.0,3.0,4.0,1.0,4.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1099,yes
2.0,4.0,4.0,4.0,5.0,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1100,yes
3.0,3.0,1.0,2.0,3.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1102,no
3.0,3.0,1.0,1.0,1.0,2,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1103,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1106,no
1.0,5.0,2.0,4.0,2.0,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1108,no
3.0,2.0,3.0,2.0,2.0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1111,no
1.0,4.0,1.0,1.0,4.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1113,no
1.0,1.0,1.0,1.0,3.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1114,no
5.0,5.0,5.0,3.0,4.0,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1116,yes
2.0,3.0,3.0,3.0,4.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1117,no
4.0,4.0,4.0,4.0,4.0,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1118,yes
2.0,3.0,1.0,3.0,3.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1119,no
2.0,4.0,2.0,2.0,2.0,4,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1121,no
3.0,5.0,1.0,5.0,5.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1123,no
3.0,1.0,4.0,1.0,3.0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1124,no
4.0,5.0,5.0,5.0,4.0,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1125,yes
1.0,1.0,4.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1126,no
1.0,1.0,2.0,1.0,2.0,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1127,no
3.0,2.0,4.0,1.0,1.0,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1128,no
2.0,4.0,3.0,4.0,3.0,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1129,no
2.0,3.0,4.0,3.0,4.0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1130,yes
1.0,2.0,1.0,1.0,3.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1132,no
2.0,3.0,3.0,2.0,2.0,3,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1134,no
3.0,5.0,5.0,4.0,3.0,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1136,yes
5.0,5.0,4.0,4.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1137,yes
4.0,1.0,5.0,2.0,3.0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1138,no
1.0,1.0,3.0,2.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1141,no
4.0,2.0,4.0,4.0,3.0,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1145,yes
1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1150,no
4.0,3.0,4.0,4.0,3.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1153,yes
1.0,4.0,2.0,2.0,1.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1156,no
4.0,2.0,3.0,1.0,1.0,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1157,no
4.0,3.0,4.0,1.0,1.0,4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1158,no
3.0,1.0,3.0,1.0,1.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1163,no
1.0,3.0,2.0,3.0,4.0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1164,no
3.0,2.0,4.0,2.0,1.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1165,no
4.0,4.0,3.0,3.0,3.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1166,yes
3.0,2.0,1.0,1.0,2.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1167,no
2.0,2.0,4.0,1.0,1.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1168,no
1.0,1.0,1.0,1.0,2.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1170,no
4.0,3.0,4.0,4.0,1.0,4,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1172,yes
5.0,5.0,2.0,5.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1174,yes
4.0,4.0,4.0,3.0,3.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1175,yes
4.0,4.0,4.0,2.0,4.0,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1176,no
2.0,5.0,4.0,3.0,3.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1177,no
4.0,5.0,5.0,4.0,5.0,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1178,yes
3.0,2.0,1.0,2.0,4.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1179,no
4.0,3.0,4.0,3.0,4.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1180,yes
1.0,1.0,4.0,1.0,2.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1181,no
2.0,5.0,2.0,4.0,3.0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1184,no
3.0,3.0,2.0,1.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1185,no
4.0,4.0,5.0,4.0,5.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1187,yes
1.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1188,no
4.0,4.0,4.0,4.0,4.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1192,yes
2.0,2.0,3.0,1.0,2.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1193,no
3.0,3.0,3.0,3.0,2.0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1194,no
3.0,3.0,2.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1196,no
1.0,1.0,1.0,2.0,3.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1197,no
2.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1198,no
2.0,1.0,2.0,2.0,3.0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1200,no
2.0,2.0,1.0,2.0,2.0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1201,no
1.0,5.0,1.0,2.0,2.0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1203,no
4.0,5.0,5.0,5.0,5.0,5,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1205,yes
2.0,2.0,3.0,2.0,3.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1206,no
2.0,3.0,3.0,3.0,2.0,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1207,no
4.0,5.0,4.0,4.0,3.0,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1208,yes
2.0,4.0,2.0,1.0,2.0,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1209,no
4.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1210,yes
5.0,4.0,4.0,4.0,3.0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1212,yes
2.0,2.0,2.0,2.0,1.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1213,no
3.0,3.0,3.0,2.0,2.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1217,no
3.0,4.0,4.0,4.0,3.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1218,yes
5.0,5.0,5.0,5.0,5.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1221,yes
3.0,3.0,4.0,1.0,2.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1222,no
3.0,4.0,3.0,4.0,4.0,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1224,yes
3.0,2.0,3.0,3.0,4.0,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1225,yes
1.0,2.0,1.0,1.0,2.0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1226,no
2.0,1.0,1.0,1.0,3.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1227,no
4.0,1.0,2.0,1.0,1.0,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1228,no
2.0,3.0,3.0,3.0,1.0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1231,no
1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1235,no
3.0,4.0,4.0,3.0,2.0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1237,yes
3.0,1.0,3.0,1.0,3.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1238,no
5.0,5.0,5.0,3.0,5.0,5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1239,yes
1.0,5.0,1.0,1.0,1.0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1240,no
1.0,1.0,3.0,1.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1243,no
2.0,3.0,3.0,2.0,2.0,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1245,no
4.0,5.0,3.0,4.0,4.0,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1246,yes
2.0,3.0,3.0,2.0,1.0,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1247,no
1.0,1.0,2.0,1.0,1.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1249,no
1.0,4.0,2.0,2.0,1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1250,no
4.0,3.0,4.0,4.0,3.0,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1251,no
2.0,1.0,1.0,1.0,3.0,2,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1252,no
3.0,5.0,4.0,1.0,3.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1255,no
